,id,cuisine,ingredients_string,pred
15213,11171,british,top round steak whole milk sharp cheddar cheese large eggs all purpose flour plum tomatoes kosher salt vegetable oil freshly ground pepper unsalted butter worcestershire sauce scallion,southern_us
10837,24298,british,olive oil ale garlic cloves onion whole grain dijon mustard chopped fresh thyme corn starch kosher salt ground black pepper greek style plain yogurt low sodium beef broth prepared horseradish yukon gold potatoes sausage low fat milk,french
28352,22090,british,cheddar cheese worcestershire sauce onion white bread ground nutmeg dry sherry milk bacon egg dijon mustard softened butter,british
15348,42009,british,raspberry heavy whipping cream vanilla granulated sugar mint fresh raspberries,french
742,31667,british,sugar ground nutmeg salt ground cinnamon dried currants baking powder dark brown sugar dark molasses unsalted butter all purpose flour melted butter baking soda buttermilk,southern_us
31690,7676,british,fig shortcrust pastry mixed spice currant treacle corn starch,irish
37155,27972,british,calimyrna figs grated lemon peel brandy chopped pecans brown sugar mincemeat refrigerated piecrusts gala apples,british
26308,42852,british,egg vegetable oil onion ground black pepper sausage milk salt mustard flour thyme,british
27054,37628,british,bread crumbs golden syrup black treacle salt plain flour unsalted butter juice sugar free range egg,british
8435,21807,british,plain flour potato salt ground lamb water butter carrot pepper leek oil lamb bouillon cube worcestershire sauce bay leaf,irish
10879,33422,british,warm water oat flour active dry yeast white sugar milk salt whole wheat flour,indian
25006,26257,cajun_creole,ground black pepper chili powder diced tomatoes all purpose flour finely chopped onion lemon chopped celery shrimp chopped green bell pepper vegetable oil garlic hot sauce tomato paste bay leaves worcestershire sauce salt,cajun_creole
17160,41295,cajun_creole,red kidney beans chopped tomatoes purple onion white wine cajun seasoning fresh parsley collard greens bay leaves red bell pepper low sodium vegetable broth red rice,cajun_creole
26881,25088,cajun_creole,spicy sausage green onions littleneck clams large shrimp olive oil butter fresh mushrooms halibut fillets clam juice linguine mussel seafood seasoning large garlic cloves plum tomatoes,italian
36279,5663,cajun_creole,egg vegetable oil cooking spray large eggs dry bread crumbs fresh parsley chicken broth green bell pepper water green onions garlic cloves wild mushrooms tasso fresh basil pepper french bread fresh mushrooms onion melted butter fresh spinach asparagus salt red bell pepper,italian
34552,8407,cajun_creole,chicken broth pepper cayenne pepper andouille sausage diced tomatoes onion green bell pepper brown rice creole seasoning tomato paste boneless chicken thighs salt spaghetti,cajun_creole
2434,2971,cajun_creole,garlic powder cayenne pepper butter lemon pepper ground black pepper red drum salt salad dressing,southern_us
29613,17871,cajun_creole,ground cloves crushed tomatoes grated parmesan cheese salt tomato sauce minced garlic finely chopped onion chopped celery white sugar green bell pepper pepper minced onion white rice ground beef black pepper olive oil chili powder bay leaf,italian
36524,29338,cajun_creole,large eggs vegetable oil all purpose flour catfish fillets whole milk worcestershire sauce chop fine pecan large garlic cloves fresh lemon juice unsalted butter dry white wine whipping cream,southern_us
29578,40702,cajun_creole,cajun seasoning chicken broth hot sauce bacon black eyed peas bay leaf,southern_us
16690,8854,cajun_creole,green bell pepper worcestershire sauce long grain rice celery ribs water hot sauce red bell pepper pepper sauce red beans chopped onion tomato sauce smoked sausage garlic cloves,cajun_creole
16287,40418,cajun_creole,powdered sugar dry yeast whole milk all purpose flour kosher salt large eggs vanilla extract hot water sugar lemon zest sprinkle fresh lemon juice ground cinnamon unsalted butter egg yolks cake flour,cajun_creole
36541,17983,cajun_creole,mayonaise scallion italian salad dressing chopped celery chopped parsley cream cheese medium shrimp cajun seasoning fresh lemon juice,cajun_creole
6434,28884,cajun_creole,catfish fillets garlic powder chili powder black pepper ground red pepper dried oregano yellow corn meal cooking spray onion powder seasoning salt lemon wedge ground cumin,southern_us
4300,19306,cajun_creole,salt pepper squash tomato creole seasoning bacon slices onion,southern_us
12893,9650,cajun_creole,red kidney beans creole seasoning sliced green onions green bell pepper long grain rice celery ribs smoked chicken sausages onion water garlic cloves,cajun_creole
38184,12026,cajun_creole,fat free milk salt baking potatoes cream style corn large shrimp pepper cajun seasoning,southern_us
13760,41683,cajun_creole,chicken broth unsalted butter garlic ground cayenne pepper lump crab meat clam juice all purpose flour white corn green onions salt onion dried thyme heavy cream ground white pepper,southern_us
2557,16597,cajun_creole,lime salt light brown sugar garlic powder dried oregano olive oil cayenne pepper tilapia fillets paprika cumin,mexican
36828,208,cajun_creole,blackening seasoning sea scallops heavy cream seasoned bread crumbs butter grated parmesan cheese,italian
2551,39861,cajun_creole,chili powder creole seasoning garlic powder russet potatoes black pepper onion powder green onions extra virgin olive oil,cajun_creole
30109,18601,cajun_creole,large eggs creole seasoning vegetable oil cooking spray light mayonnaise red bell pepper bread crumbs sauce cooked chicken breasts creole mustard green onions garlic cloves,cajun_creole
13765,42769,cajun_creole,water celery cabbage smoked sausage onion stewed tomatoes ground beef chopped garlic rice garlic salt,cajun_creole
13763,15770,cajun_creole,chicken broth boneless skinless chicken breasts garlic sausage onion black pepper butter cayenne pepper celery brussels sprouts rotelle salt thyme oregano minute rice paprika green pepper cooked shrimp,cajun_creole
25407,3246,cajun_creole,cajun seasoning hot sauce chicken wings,cajun_creole
4252,16368,cajun_creole,chicken stock kosher salt all purpose flour canola oil andouille sausage gumbo file diced yellow onion black pepper butter diced celery green bell pepper garlic powder cayenne pepper,cajun_creole
19201,30759,cajun_creole,fat free yogurt ground red pepper salt ground cumin caper olive oil paprika fresh lime juice black pepper low fat mayonnaise ground coriander lime rind garlic powder cilantro sprigs large shrimp,mexican
34865,35245,cajun_creole,olive oil ground allspice mayonaise large garlic cloves creole mustard green onions bread crumb fresh veal rib chops,french
4680,18757,cajun_creole,baby lima beans cooking oil salt onion canned low sodium chicken broth ground black pepper dry mustard fresh parsley catfish fillets crushed tomatoes dry white wine frozen corn kernels dried oregano green bell pepper dried thyme Tabasco Pepper Sauce celery,southern_us
36236,35228,cajun_creole,granulated garlic smoked turkey breast parsley purple onion red bell pepper andouille sausage kosher salt flour crushed red pepper flakes carrot cooked white rice mesquite seasoning smoked turkey onion powder garlic ground white pepper canola oil green bell pepper white onion cayenne worcestershire sauce scallion celery,cajun_creole
19275,23321,cajun_creole,water okra scallion greens chicken drumsticks chicken thighs celery ribs vegetable oil onion chicken broth hot sauce pork sausages,southern_us
37967,19431,cajun_creole,catfish fillets butter riesling garlic cloves shallot cooking spray creole seasoning,cajun_creole
4087,7526,cajun_creole,powdered sugar french bread strawberry large eggs vanilla extract grated orange sugar butter whole nutmegs ground cinnamon reduced fat milk salt,french
6768,37158,cajun_creole,green bell pepper crushed garlic salad dressing boneless skinless chicken breast halves pepper salt fresh parsley white wine cajun seasoning red bell pepper plum tomatoes olive oil fresh mushrooms onion,cajun_creole
36365,23438,cajun_creole,olive oil cayenne pepper bay leaf water dried sage creole seasoning dried parsley celery ribs kidney beans green pepper onion dried thyme smoked sausage garlic cloves,cajun_creole
26982,3850,cajun_creole,Johnsonville Smoked Sausage water stewed tomatoes green pepper fresh parsley pepper bay leaves all purpose flour duck cooked rice dried thyme salt chopped onion canola oil minced garlic worcestershire sauce cayenne pepper celery,cajun_creole
36458,31578,cajun_creole,tomato sauce ground red pepper fresh parsley cooked rice ground black pepper smoked sausage celery ribs cooked ham butter onion green bell pepper green onions salt,cajun_creole
27078,9920,cajun_creole,active dry yeast all purpose flour egg heavy cream confectioners sugar granulated sugar peanut oil warm water salt,cajun_creole
17020,19808,cajun_creole,chili powder salt garlic cloves black pepper worcestershire sauce hot sauce large shrimp ketchup sub buns dry bread crumbs fresh lemon juice olive oil purple onion leaf lettuce,southern_us
29842,533,cajun_creole,unsalted butter creole seasoning minced garlic worcestershire sauce jumbo shrimp french bread fresh lemon juice ground black pepper cracked black pepper,cajun_creole
6743,24650,cajun_creole,chicken broth shelled shrimp bay leaf celery ribs Spike Seasoning hot sauce white pepper garlic onion celery salt chopped tomatoes lemon juice,cajun_creole
13058,11078,cajun_creole,green bell pepper cayenne vegetable stock paprika wild rice celery ribs dried thyme bay leaves sea salt hot sauce scallion water sweet potatoes red wine vinegar extra virgin olive oil freshly ground pepper tomato paste kidney beans arrowroot diced tomatoes yellow onion garlic cloves,cajun_creole
4551,39510,cajun_creole,vegetable oil flour,chinese
16974,7304,cajun_creole,bacon drippings lump crab meat beef bouillon stewed tomatoes all purpose flour onion andouille sausage water cajun seasoning chopped celery okra green bell pepper gumbo file powder bay leaves garlic dri leav thyme white sugar white vinegar tomato sauce hot pepper sauce worcestershire sauce salt uncook medium shrimp  peel and devein,cajun_creole
2242,23942,cajun_creole,orange blossom extract butter orange juice orange salt bread flour egg milk all purpose flour sugar lemon yeast,spanish
