,id,cuisine,ingredients_string,pred
34261,14950,cajun_creole,vegetable juice hot sauce prepared horseradish cherry peppers vodka pickled okra worcestershire sauce,southern_us
9758,11485,cajun_creole,vegetable oil freshly ground pepper large eggs salt medium shrimp yellow corn meal buttermilk mixed greens green tomatoes sauce,southern_us
30472,15630,cajun_creole,egg caster sugar vegetable oil sugar active dry yeast salt shortening orange lemon warm water evaporated milk all purpose flour,chinese
32549,3520,cajun_creole,onion soup rotelle celery green onions uncle bens garlic powder butter green bell pepper meat beef broth,mexican
19816,32905,cajun_creole,green olives provolone cheese dried oregano salami crusty rolls garlic fresh parsley olive oil sliced ham,italian
32625,5673,cajun_creole,black pepper red pepper garlic powder white pepper paprika onion powder,southern_us
7164,17747,cajun_creole,tomato olive oil toast cooked ham paprika hollandaise sauce large eggs parsley sprigs sauce,spanish
39549,2359,cajun_creole,frozen whole kernel corn diced tomatoes with garlic and onion cajun seasoning garlic cloves boneless skinless chicken breasts okra lima beans,southern_us
9945,38419,cajun_creole,fresh basil olive oil salt fillet red snapper chopped green bell pepper chopped onion low sodium worcestershire sauce ground black pepper hot sauce tomato dried basil red wine vinegar garlic cloves,italian
39563,21453,cajun_creole,KRAFT Zesty Italian Dressing black olives pimento stuffed green olives Kraft Slim Cut Mozzarella Cheese Slices Italian bread Oscar Mayer Deli Fresh Smoked Ham Oscar Mayer Cotto Salami garlic celery,italian
32812,19462,cajun_creole,milk chopped pecans sugar vanilla brown sugar butter cinnamon large marshmallows,southern_us
1686,9167,cajun_creole,dried thyme salt grit worcestershire sauce beer large shrimp butter cayenne pepper dried oregano pepper crushed red pepper flakes garlic cloves dried rosemary,southern_us
9468,17056,chinese,sweetened condensed milk white rice milk chopped walnuts,brazilian
4708,4037,chinese,rice vinegar honey english cucumber salt,japanese
10027,37818,chinese,coconut extract boiling water egg whites evaporated milk unflavored gelatin white sugar,filipino
5376,1678,chinese,salt chopped garlic water peanut oil yellow onion fresh green bean oyster sauce,southern_us
16708,46781,chinese,large egg whites bread flour vanilla extract sugar,french
15396,4204,chinese,soy sauce sweet soy sauce salt egg lap cheong green peas shrimp white pepper cooking oil rice fish sauce boneless chicken breast garlic fish,filipino
35751,38183,chinese,water sesame oil maple syrup juice fettucine extra firm tofu crushed red pepper flakes rice vinegar soy sauce serrano peppers garlic creamy peanut butter liquid smoke fresh ginger sea salt cilantro leaves,thai
9251,13653,chinese,graham cracker crumbs whipping cream sugar orange extract grated orange juice concentrate mandarin oranges butter cream cheese,southern_us
10307,3964,chinese,soy sauce sesame seeds garlic black pepper green onions ketchup Tyson Crispy Chicken Strips rice vinegar brown sugar honey sesame oil,korean
8939,1760,chinese,water corn starch chicken breasts self rising flour sugar salt,southern_us
16088,26351,chinese,brown sugar chicken breasts garlic cloves low sodium soy sauce cooking spray salt fresh lime juice curry powder vegetable oil red bell pepper cooked rice peeled fresh ginger pineapple juice fresh pineapple,thai
33061,2847,chinese,dark soy sauce oxtail garlic firmly packed brown sugar rice wine salt soy sauce daikon cilantro leaves fresh ginger star anise,vietnamese
33079,22853,chinese,water vegetable oil large shrimp egg whites white sugar honey walnut mayonaise mochiko sweetened condensed milk,brazilian
27746,16412,chinese,sweet onion fresh orange juice red bell pepper fresh basil ground black pepper jelly large shrimp olive oil salt fresh lime juice water hoisin sauce corn starch,southern_us
4997,7737,chinese,bacon garlic chives squash cracked black pepper Shaoxing wine,southern_us
4778,916,chinese,tea bags lemon zest cinnamon sticks water satsuma comice pears honey tapioca pearls sugar star anise,southern_us
13676,38155,chinese,Sriracha gai lan chicken oil rice stick noodles garlic cloves,thai
13783,42697,chinese,ramp all purpose unbleached flour hot water,southern_us
13778,38884,chinese,maltose walnut halves dried dates ground cinnamon salt canola,french
13568,48714,chinese,tofu fresh chili garlic brine sugar water spinach salt,french
12226,32848,chinese,soy sauce sesame oil salt corn starch mirin wax beans oil yellow peppers water cutlet scallion onion sugar flour ginger garlic cloves,japanese
34088,904,chinese,garam masala lemon green chilies onion butter lettuce basil leaves ginger garlic cloves ground turmeric grated coconut chili powder salt greek yogurt plum tomatoes tomato extra firm tofu cilantro oil coriander,indian
34835,33350,chinese,green onions fat pepper worcestershire sauce light brown sugar sesame oil asian chile paste light soy sauce garlic,korean
7603,11180,chinese,chicken breasts garlic fresh ginger root red pepper noodle honey lemon carrot mushroom Flora Cuisine,thai
7710,42181,chinese,spring roll skins basil leaves garlic fish sauce finely chopped onion chive oil cooked rice soy sauce green onions salt sugar serrano peppers pineapple rings medium shrimp,vietnamese
7701,31721,chinese,vegetable oil bok choy soy sauce salt butter water oyster sauce,filipino
34623,14009,chinese,soy sauce salt potato starch vegetable oil chicken thighs orange marmalade orange juice sake ginger,japanese
12553,8897,chinese,vegetable oil red chili peppers skinless salmon fillets oyster sauce fresh ginger root garlic cloves honey teriyaki sauce,japanese
5676,14707,chinese,cream butter frozen pastry puff sheets milk vanilla extract powdered sugar egg yolks,french
8304,7849,chinese,minced onion dark brown sugar garlic vinegar chilli ground ginger plum,indian
11113,45172,chinese,large egg yolks powdered milk cinnamon sticks clove unsalted butter salt palm sugar pineapple confectioners sugar custard powder large eggs all purpose flour,cajun_creole
8204,26690,chinese,vegetable oil water all purpose flour warm water salt spring onions,mexican
8246,11182,chinese,lemongrass salt and ground black pepper oxtail scallion brown sugar fresh ginger beef stock star anise clove lime regular soy sauce vegetable oil garlic cloves jasmine rice shiitake Shaoxing wine thai chile,vietnamese
31590,681,chinese,pot stickers iceberg lettuce water edamame salt olive oil salad dressing,italian
28536,12298,chinese,glutinous rice leaf soy sauce pork salt msg,filipino
31490,38511,chinese,egg chili garlic sugar spring onions fish sauce yellow bean sauce minced pork soy sauce ginger,vietnamese
11836,14500,chinese,milk vanilla extract red bean paste large eggs unsalted butter glutinous rice flour sugar baking powder,japanese
29073,17869,chinese,coarse salt freshly ground pepper yardlong beans extra virgin olive oil,italian
33686,26154,chinese,sugar long grain rice water compressed yeast,italian
11340,18839,chinese,medium egg noodles red pepper king prawns coriander soy sauce broccoli stems skinless chicken breasts beansprouts red chili peppers spring onions sunflower oil baby corn fresh ginger lime wedges garlic cloves curry paste,thai
31127,31786,chinese,ketchup salt brown sugar pork chops ground ginger pepper soy sauce garlic,filipino
35217,6938,chinese,chicken wings kosher salt cayenne pepper mayonaise lemon regular sour cream ground black pepper chinese five spice powder plain yogurt cilantro leaves,indian
31422,22720,chinese,green onions chicken stock rice salt pepper chicken,mexican
19854,37275,chinese,sugar baking powder all purpose flour unsalted butter satsuma kosher salt lemon semolina flour large eggs salt,southern_us
2027,44236,chinese,evaporated milk vanilla extract powdered sugar butter egg flour white sugar water custard,cajun_creole
37183,23797,chinese,egg portabello mushroom chile sauce silken tofu rice vinegar soy sauce vegetable broth cabbage green onions citric acid powder,japanese
1961,34739,chinese,pepper crushed red pepper flakes oil egg brown rice salt asian fish sauce egg whites garlic onion soy sauce sesame oil scallion large shrimp,korean
3385,12986,chinese,sesame oil garlic chili sauce peanut teriyaki sauce asian noodles large garlic cloves fresh lime juice peeled fresh ginger purple onion,thai
19568,2696,chinese,minced garlic spring onions sugar beef oil sake water ginger soy sauce egg whites oyster sauce,japanese
19782,24567,chinese,sugar vegetable oil gyoza wrappers corn starch frozen chopped spinach black pepper garlic scallion soy sauce ginger dried shiitake mushrooms toasted sesame oil frozen shelled edamame flour salt carrot,japanese
22509,48115,chinese,brown sugar black rice shredded coconut rice fresh ginger coconut milk molasses mung beans,thai
19685,6040,chinese,glutinous rice pineapple raisin sugar salt,filipino
342,20039,chinese,chicken broth white wine zucchini salted roast peanuts peanut oil soy sauce salt and ground black pepper boneless skinless chicken breasts rice vinegar red bell pepper white vinegar ketchup chili paste sesame oil onion tops cooked white rice brown sugar water green onions garlic corn starch,thai
24511,4638,chinese,water boiling water flour crisco yeast sugar oil,cajun_creole
20557,14476,chinese,dark soy sauce rice cakes bean sauce canola oil sugar ginger toasted sesame oil soy sauce garlic bamboo shoots spinach napa cabbage beansprouts,korean
17549,38959,chinese,sugar diced tomatoes cucumber soy sauce rice vinegar toasted sesame seeds baby greens oil romaine lettuce grapeseed oil carrot,vietnamese
20209,32226,chinese,soy sauce chicken noodle snow peas cucumber pear,korean
24632,32660,chinese,pasta parmesan cheese garlic sour cream pepper red pepper flakes yellow onion chipotles in adobo tomato sauce boneless skinless chicken breasts salt dried red chile peppers olive oil heavy cream shrimp italian seasoning,italian
23115,15180,chinese,water black rice,japanese
26490,44315,chinese,pepper chicken breasts corn starch egg honey sauce water salt panko breadcrumbs soy sauce Sriracha garlic cloves,japanese
17755,49656,chinese,fat free less sodium chicken broth green onions arborio rice water salt dry roasted peanuts bacon slices sushi rice peeled fresh ginger,italian
1739,3018,chinese,spice spinach leaves long grain rice water salt,indian
17727,43969,chinese,powdered sugar instant yeast liquid unsalted butter cake flour milk powdered milk bread flour granulated sugar salt,cajun_creole
